frame,steering,throttle,brake
frame_166.jpg,0,0,0
frame_167.jpg,0,0,0
frame_168.jpg,0,0,0
frame_169.jpg,0,0,0
frame_170.jpg,0,1,0
frame_171.jpg,0,1,0
frame_172.jpg,0,1,0
frame_173.jpg,0,1,0
frame_174.jpg,0,1,0
frame_175.jpg,0,0,0
frame_176.jpg,0,0,0
frame_177.jpg,0,0,0
frame_178.jpg,0,0,0
frame_179.jpg,0,0,0
frame_180.jpg,0,0,0
frame_181.jpg,0,0,0
frame_182.jpg,0,0,0
frame_183.jpg,0,0,0
frame_184.jpg,0,0,0
frame_185.jpg,0,0,0
frame_186.jpg,0,0,0
frame_187.jpg,0,0,0
frame_188.jpg,0,0,0
frame_189.jpg,0,0,0
frame_190.jpg,0,0,0
frame_191.jpg,0,1,0
frame_192.jpg,0,1,0
frame_193.jpg,0,1,0
frame_194.jpg,0,1,0
frame_195.jpg,0,0,0
frame_196.jpg,0,0,0
frame_197.jpg,0,0,0
frame_198.jpg,0,0,0
frame_199.jpg,0,0,0
frame_200.jpg,0,0,0
frame_201.jpg,0,0,0
frame_202.jpg,0,0,0
frame_203.jpg,0,0,0
frame_204.jpg,0,0,0
frame_205.jpg,0,0,0
frame_206.jpg,1,0,0
frame_207.jpg,1,0,0
frame_208.jpg,1,0,0
frame_209.jpg,1,0,0
frame_210.jpg,1,0,0
frame_211.jpg,1,0,0
frame_212.jpg,1,0,0
frame_213.jpg,1,0,0
frame_214.jpg,0,0,0
frame_215.jpg,0,0,0
frame_216.jpg,0,0,0
frame_217.jpg,0,0,0
frame_218.jpg,0,1,0
frame_219.jpg,0,1,0
frame_220.jpg,0,1,0
frame_221.jpg,0,1,0
frame_222.jpg,0,1,0
frame_223.jpg,0,1,0
frame_224.jpg,0,1,0
frame_225.jpg,0,1,0
frame_226.jpg,0,1,0
frame_227.jpg,1,1,0
frame_228.jpg,1,1,0
frame_229.jpg,1,1,0
frame_230.jpg,1,1,0
frame_231.jpg,0,1,0
frame_232.jpg,0,1,0
frame_233.jpg,0,1,0
frame_234.jpg,0,1,0
frame_235.jpg,0,1,0
frame_236.jpg,0,1,0
frame_237.jpg,0,1,0
frame_238.jpg,0,1,0
frame_239.jpg,1,1,0
frame_240.jpg,1,1,0
frame_241.jpg,1,1,0
frame_242.jpg,1,1,0
frame_243.jpg,1,1,0
frame_244.jpg,1,0,0
frame_245.jpg,1,0,0
frame_246.jpg,1,0,0
frame_247.jpg,1,0,0
frame_248.jpg,1,0,0
frame_249.jpg,1,0,0
frame_250.jpg,1,0,0
frame_251.jpg,1,0,0
frame_252.jpg,1,0,0
frame_253.jpg,1,0,0
frame_254.jpg,1,1,0
frame_255.jpg,1,1,0
frame_256.jpg,1,1,0
frame_257.jpg,1,1,0
frame_258.jpg,0,1,0
frame_259.jpg,0,0,0
frame_260.jpg,0,0,0
frame_261.jpg,0,1,0
frame_262.jpg,0,1,0
frame_263.jpg,0,1,0
frame_264.jpg,0,1,0
frame_265.jpg,0,1,0
frame_266.jpg,0,1,0
frame_267.jpg,0,1,0
frame_268.jpg,0,1,0
frame_269.jpg,0,1,0
frame_270.jpg,0,1,0
frame_271.jpg,0,1,0
frame_272.jpg,0,1,0
frame_273.jpg,0,1,0
frame_274.jpg,1,1,0
frame_275.jpg,1,1,0
frame_276.jpg,1,1,0
frame_277.jpg,1,1,0
frame_278.jpg,0,1,0
frame_279.jpg,0,1,0
frame_280.jpg,0,1,0
frame_281.jpg,0,1,0
frame_282.jpg,0,1,0
frame_283.jpg,0,1,0
frame_284.jpg,0,1,0
frame_285.jpg,0,1,0
frame_286.jpg,0,1,0
frame_287.jpg,0,1,0
frame_288.jpg,0,1,0
frame_289.jpg,0,1,0
frame_290.jpg,0,1,0
frame_291.jpg,0,1,0
frame_292.jpg,0,1,0
frame_293.jpg,0,1,0
frame_294.jpg,0,1,0
frame_295.jpg,0,1,0
frame_296.jpg,0,1,0
frame_297.jpg,0,1,0
frame_298.jpg,0,1,0
frame_299.jpg,0,1,0
frame_300.jpg,0,1,0
frame_301.jpg,0,1,0
frame_302.jpg,0,1,0
frame_303.jpg,0,0,0
frame_304.jpg,0,0,0
frame_305.jpg,0,0,0
frame_306.jpg,0,0,0
frame_307.jpg,0,1,0
frame_308.jpg,0,1,0
frame_309.jpg,0,1,0
frame_310.jpg,0,1,0
frame_311.jpg,-1,1,0
frame_312.jpg,-1,1,0
frame_313.jpg,-1,1,0
frame_314.jpg,-1,1,0
frame_315.jpg,-1,1,0
frame_316.jpg,-1,1,0
frame_317.jpg,-1,1,0
frame_318.jpg,-1,1,0
frame_319.jpg,0,1,0
frame_320.jpg,0,1,0
frame_321.jpg,0,1,0
frame_322.jpg,-1,1,0
frame_323.jpg,-1,1,0
frame_324.jpg,-1,1,0
frame_325.jpg,-1,1,0
frame_326.jpg,-1,1,0
frame_327.jpg,-1,1,0
frame_328.jpg,0,1,0
frame_329.jpg,0,1,0
frame_330.jpg,0,1,0
frame_331.jpg,0,1,0
frame_332.jpg,0,1,0
frame_333.jpg,0,1,0
frame_334.jpg,0,1,0
frame_335.jpg,0,1,0
frame_336.jpg,-1,1,0
frame_337.jpg,-1,1,0
frame_338.jpg,-1,1,0
frame_339.jpg,-1,1,0
frame_340.jpg,-1,1,0
frame_341.jpg,-1,1,0
frame_342.jpg,-1,1,0
frame_343.jpg,-1,1,0
frame_344.jpg,-1,1,0
frame_345.jpg,-1,1,0
frame_346.jpg,0,1,0
frame_347.jpg,0,1,0
frame_348.jpg,0,1,0
frame_349.jpg,0,1,0
frame_350.jpg,0,1,0
frame_351.jpg,-1,1,0
frame_352.jpg,-1,1,0
frame_353.jpg,-1,1,0
frame_354.jpg,-1,1,0
frame_355.jpg,-1,1,0
frame_356.jpg,0,1,0
frame_357.jpg,0,1,0
frame_358.jpg,0,1,0
frame_359.jpg,0,1,0
frame_360.jpg,0,1,0
frame_361.jpg,0,1,0
frame_362.jpg,0,1,0
frame_363.jpg,0,0,0
frame_364.jpg,1,0,0
frame_365.jpg,1,0,0
frame_366.jpg,1,0,0
frame_367.jpg,1,0,0
frame_368.jpg,1,0,0
frame_369.jpg,1,0,0
frame_370.jpg,1,0,0
frame_371.jpg,1,0,0
frame_372.jpg,1,0,0
frame_373.jpg,0,0,0
frame_374.jpg,0,0,0
frame_375.jpg,0,0,0
frame_376.jpg,0,0,0
frame_377.jpg,0,0,0
frame_378.jpg,0,0,0
frame_379.jpg,1,0,0
frame_380.jpg,1,0,0
frame_381.jpg,1,0,0
frame_382.jpg,1,0,0
frame_383.jpg,1,1,0
frame_384.jpg,1,1,0
frame_385.jpg,0,1,0
frame_386.jpg,0,1,0
frame_387.jpg,0,1,0
frame_388.jpg,0,1,0
frame_389.jpg,0,1,0
frame_390.jpg,0,1,0
frame_391.jpg,0,1,0
frame_392.jpg,0,1,0
frame_393.jpg,0,1,0
frame_394.jpg,0,1,0
frame_395.jpg,0,1,0
frame_396.jpg,0,1,0
frame_397.jpg,1,1,0
frame_398.jpg,1,1,0
frame_399.jpg,1,1,0
frame_400.jpg,1,1,0
frame_401.jpg,1,1,0
frame_402.jpg,0,1,0
frame_403.jpg,0,1,0
frame_404.jpg,0,1,0
frame_405.jpg,0,1,0
frame_406.jpg,0,1,0
frame_407.jpg,1,1,0
frame_408.jpg,1,1,0
frame_409.jpg,1,0,0
frame_410.jpg,1,0,0
frame_411.jpg,1,0,0
frame_412.jpg,1,0,0
frame_413.jpg,1,0,0
frame_414.jpg,1,0,0
frame_415.jpg,1,0,0
frame_416.jpg,1,0,0
frame_417.jpg,1,0,0
frame_418.jpg,1,0,0
frame_419.jpg,1,0,0
frame_420.jpg,0,0,0
frame_421.jpg,0,0,0
frame_422.jpg,0,1,0
frame_423.jpg,1,1,0
frame_424.jpg,1,1,0
frame_425.jpg,1,1,0
frame_426.jpg,1,1,0
frame_427.jpg,1,1,0
frame_428.jpg,1,0,0
frame_429.jpg,1,0,0
frame_430.jpg,1,0,0
frame_431.jpg,1,0,0
frame_432.jpg,1,0,0
frame_433.jpg,1,0,0
frame_434.jpg,1,0,0
frame_435.jpg,1,0,0
frame_436.jpg,1,1,0
frame_437.jpg,0,1,0
frame_438.jpg,0,1,0
frame_439.jpg,0,1,0
frame_440.jpg,0,1,0
frame_441.jpg,0,1,0
frame_442.jpg,0,1,0
frame_443.jpg,0,1,0
frame_444.jpg,-1,1,0
frame_445.jpg,-1,1,0
frame_446.jpg,0,1,0
frame_447.jpg,0,1,0
frame_448.jpg,0,1,0
frame_449.jpg,0,1,0
frame_450.jpg,0,1,0
frame_451.jpg,0,1,0
frame_452.jpg,0,1,0
frame_453.jpg,0,1,0
frame_454.jpg,0,1,0
frame_455.jpg,0,1,0
frame_456.jpg,0,1,0
frame_457.jpg,0,1,0
frame_458.jpg,0,1,0
frame_459.jpg,0,1,0
frame_460.jpg,0,1,0
frame_461.jpg,0,1,0
frame_462.jpg,0,1,0
frame_463.jpg,0,1,0
frame_464.jpg,0,1,0
frame_465.jpg,0,1,0
frame_466.jpg,0,1,0
frame_467.jpg,0,1,0
frame_468.jpg,-1,1,0
frame_469.jpg,-1,1,0
frame_470.jpg,-1,1,0
frame_471.jpg,-1,1,0
frame_472.jpg,0,1,0
frame_473.jpg,0,1,0
frame_474.jpg,0,1,0
frame_475.jpg,0,1,0
frame_476.jpg,0,1,0
frame_477.jpg,0,1,0
frame_478.jpg,0,1,0
frame_479.jpg,0,1,0
frame_480.jpg,0,1,0
frame_481.jpg,0,1,0
frame_482.jpg,0,1,0
frame_483.jpg,0,1,0
frame_484.jpg,0,1,0
frame_485.jpg,0,1,0
frame_486.jpg,0,1,0
frame_487.jpg,0,1,0
frame_488.jpg,0,1,0
frame_489.jpg,0,1,0
frame_490.jpg,0,1,0
frame_491.jpg,0,1,0
frame_492.jpg,0,1,0
frame_493.jpg,0,1,0
frame_494.jpg,0,1,0
frame_495.jpg,0,1,0
frame_496.jpg,0,1,0
frame_497.jpg,0,1,0
frame_498.jpg,0,1,0
frame_499.jpg,0,1,0
frame_500.jpg,0,1,0
frame_501.jpg,0,1,0
frame_502.jpg,0,1,0
frame_503.jpg,0,1,0
frame_504.jpg,0,1,0
frame_505.jpg,0,1,0
frame_506.jpg,0,1,0
frame_507.jpg,0,1,0
frame_508.jpg,0,1,0
frame_509.jpg,0,1,0
frame_510.jpg,0,1,0
frame_511.jpg,0,1,0
frame_512.jpg,0,1,0
frame_513.jpg,0,1,0
frame_514.jpg,0,1,0
frame_515.jpg,0,1,0
frame_516.jpg,-1,1,0
frame_517.jpg,-1,1,0
frame_518.jpg,-1,1,0
frame_519.jpg,0,1,0
frame_520.jpg,0,1,0
frame_521.jpg,0,1,0
frame_522.jpg,0,1,0
frame_523.jpg,-1,1,0
frame_524.jpg,-1,1,0
frame_525.jpg,-1,0,0
frame_526.jpg,-1,0,0
frame_527.jpg,-1,0,0
frame_528.jpg,0,0,0
frame_529.jpg,0,0,0
frame_530.jpg,0,1,0
frame_531.jpg,0,1,0
frame_532.jpg,0,1,0
frame_533.jpg,0,1,0
frame_534.jpg,0,1,0
frame_535.jpg,0,1,0
frame_536.jpg,0,1,0
frame_537.jpg,0,1,0
frame_538.jpg,0,1,0
frame_539.jpg,0,1,0
frame_540.jpg,0,1,0
frame_541.jpg,0,1,0
frame_542.jpg,0,1,0
frame_543.jpg,-1,1,0
frame_544.jpg,-1,1,0
frame_545.jpg,-1,1,0
frame_546.jpg,0,1,0
frame_547.jpg,0,1,0
frame_548.jpg,0,1,0
frame_549.jpg,0,1,0
frame_550.jpg,0,1,0
frame_551.jpg,0,1,0
frame_552.jpg,0,1,0
frame_553.jpg,-1,1,0
frame_554.jpg,-1,1,0
frame_555.jpg,-1,1,0
frame_556.jpg,-1,1,0
frame_557.jpg,0,1,0
frame_558.jpg,0,1,0
frame_559.jpg,0,1,0
frame_560.jpg,0,1,0
frame_561.jpg,0,1,0
frame_562.jpg,0,1,0
frame_563.jpg,0,1,0
frame_564.jpg,-1,1,0
frame_565.jpg,-1,1,0
frame_566.jpg,-1,1,0
frame_567.jpg,-1,1,0
frame_568.jpg,0,1,0
frame_569.jpg,0,1,0
frame_570.jpg,0,1,0
frame_571.jpg,0,1,0
frame_572.jpg,0,1,0
frame_573.jpg,0,1,0
frame_574.jpg,0,1,0
frame_575.jpg,0,1,0
frame_576.jpg,0,1,0
frame_577.jpg,0,1,0
frame_578.jpg,0,1,0
frame_579.jpg,0,1,0
frame_580.jpg,-1,1,0
frame_581.jpg,-1,0,0
frame_582.jpg,-1,0,0
frame_583.jpg,-1,0,0
frame_584.jpg,-1,0,0
frame_585.jpg,-1,0,0
frame_586.jpg,-1,0,0
frame_587.jpg,-1,0,0
frame_588.jpg,-1,0,0
frame_589.jpg,-1,0,0
frame_590.jpg,-1,0,0
frame_591.jpg,-1,0,0
frame_592.jpg,-1,0,0
frame_593.jpg,-1,0,0
frame_594.jpg,-1,0,0
frame_595.jpg,-1,0,0
frame_596.jpg,-1,0,0
frame_597.jpg,-1,0,0
frame_598.jpg,-1,1,0
frame_599.jpg,-1,1,0
frame_600.jpg,-1,1,0
frame_601.jpg,-1,1,0
frame_602.jpg,-1,1,0
frame_603.jpg,-1,1,0
frame_604.jpg,-1,1,0
frame_605.jpg,-1,1,0
frame_606.jpg,-1,0,0
frame_607.jpg,-1,0,0
frame_608.jpg,-1,0,0
frame_609.jpg,-1,0,0
frame_610.jpg,-1,0,0
frame_611.jpg,-1,0,0
frame_612.jpg,-1,0,0
frame_613.jpg,-1,0,0
frame_614.jpg,-1,0,0
frame_615.jpg,-1,0,0
frame_616.jpg,-1,0,0
frame_617.jpg,-1,0,0
frame_618.jpg,-1,0,0
frame_619.jpg,-1,1,0
frame_620.jpg,-1,1,0
frame_621.jpg,-1,1,0
frame_622.jpg,-1,1,0
frame_623.jpg,0,1,0
frame_624.jpg,0,1,0
frame_625.jpg,0,1,0
frame_626.jpg,0,1,0
frame_627.jpg,0,1,0
frame_628.jpg,-1,1,0
frame_629.jpg,-1,1,0
frame_630.jpg,-1,1,0
frame_631.jpg,0,1,0
frame_632.jpg,0,1,0
frame_633.jpg,0,1,0
frame_634.jpg,0,1,0
frame_635.jpg,0,1,0
frame_636.jpg,0,1,0
frame_637.jpg,-1,1,0
frame_638.jpg,-1,1,0
frame_639.jpg,-1,1,0
frame_640.jpg,-1,1,0
frame_641.jpg,0,1,0
frame_642.jpg,0,1,0
frame_643.jpg,0,1,0
frame_644.jpg,0,1,0
frame_645.jpg,0,1,0
frame_646.jpg,0,1,0
frame_647.jpg,0,1,0
frame_648.jpg,0,1,0
frame_649.jpg,0,1,0
frame_650.jpg,0,1,0
frame_651.jpg,0,1,0
frame_652.jpg,0,1,0
frame_653.jpg,-1,1,0
frame_654.jpg,-1,1,0
frame_655.jpg,-1,1,0
frame_656.jpg,-1,1,0
frame_657.jpg,0,1,0
frame_658.jpg,0,1,0
frame_659.jpg,0,1,0
frame_660.jpg,0,1,0
frame_661.jpg,0,1,0
frame_662.jpg,0,1,0
frame_663.jpg,0,1,0
frame_664.jpg,0,1,0
frame_665.jpg,0,1,0
frame_666.jpg,-1,1,0
frame_667.jpg,-1,1,0
frame_668.jpg,-1,1,0
frame_669.jpg,0,1,0
frame_670.jpg,0,1,0
frame_671.jpg,0,1,0
frame_672.jpg,0,1,0
frame_673.jpg,0,1,0
frame_674.jpg,0,1,0
frame_675.jpg,0,1,0
frame_676.jpg,0,1,0
frame_677.jpg,0,1,0
frame_678.jpg,0,1,0
frame_679.jpg,0,1,0
frame_680.jpg,0,1,0
frame_681.jpg,0,1,0
frame_682.jpg,1,1,0
frame_683.jpg,1,1,0
frame_684.jpg,1,1,0
frame_685.jpg,1,1,0
frame_686.jpg,1,1,0
frame_687.jpg,0,1,0
frame_688.jpg,0,1,0
frame_689.jpg,0,1,0
frame_690.jpg,0,1,0
frame_691.jpg,0,1,0
frame_692.jpg,0,1,0
frame_693.jpg,0,1,0
frame_694.jpg,0,1,0
frame_695.jpg,0,1,0
frame_696.jpg,0,1,0
frame_697.jpg,1,1,0
frame_698.jpg,1,1,0
frame_699.jpg,1,1,0
frame_700.jpg,1,1,0
frame_701.jpg,1,1,0
frame_702.jpg,0,1,0
frame_703.jpg,0,1,0
frame_704.jpg,0,1,0
frame_705.jpg,0,1,0
frame_706.jpg,0,1,0
frame_707.jpg,0,1,0
frame_708.jpg,0,1,0
frame_709.jpg,0,1,0
frame_710.jpg,0,1,0
frame_711.jpg,0,1,0
frame_712.jpg,0,1,0
frame_713.jpg,0,1,0
frame_714.jpg,0,1,0
frame_715.jpg,0,1,0
frame_716.jpg,0,1,0
frame_717.jpg,0,1,0
frame_718.jpg,0,1,0
frame_719.jpg,0,1,0
frame_720.jpg,1,1,0
frame_721.jpg,1,1,0
frame_722.jpg,0,1,0
frame_723.jpg,0,1,0
frame_724.jpg,0,1,0
frame_725.jpg,0,1,0
frame_726.jpg,0,1,0
frame_727.jpg,0,1,0
frame_728.jpg,0,1,0
frame_729.jpg,0,1,0
frame_730.jpg,0,1,0
frame_731.jpg,0,1,0
frame_732.jpg,0,1,0
frame_733.jpg,0,1,0
frame_734.jpg,0,1,0
frame_735.jpg,-1,1,0
frame_736.jpg,-1,1,0
frame_737.jpg,-1,1,0
frame_738.jpg,-1,1,0
frame_739.jpg,-1,1,0
frame_740.jpg,0,1,0
frame_741.jpg,0,1,0
frame_742.jpg,0,1,0
frame_743.jpg,0,1,0
frame_744.jpg,0,1,0
frame_745.jpg,0,1,0
frame_746.jpg,-1,1,0
frame_747.jpg,-1,1,0
frame_748.jpg,-1,1,0
frame_749.jpg,-1,1,0
frame_750.jpg,0,1,0
frame_751.jpg,0,1,0
frame_752.jpg,0,1,0
frame_753.jpg,0,1,0
frame_754.jpg,0,1,0
frame_755.jpg,0,1,0
frame_756.jpg,0,1,0
frame_757.jpg,0,1,0
frame_758.jpg,0,1,0
frame_759.jpg,0,1,0
frame_760.jpg,0,1,0
frame_761.jpg,0,1,0
frame_762.jpg,0,1,0
frame_763.jpg,0,1,0
frame_764.jpg,0,1,0
frame_765.jpg,0,1,0
frame_766.jpg,0,1,0
frame_767.jpg,0,1,0
frame_768.jpg,0,1,0
frame_769.jpg,0,1,0
frame_770.jpg,0,1,0
frame_771.jpg,0,1,0
frame_772.jpg,0,1,0
frame_773.jpg,0,1,0
frame_774.jpg,0,1,0
frame_775.jpg,0,1,0
frame_776.jpg,0,1,0
frame_777.jpg,0,1,0
frame_778.jpg,0,1,0
frame_779.jpg,0,1,0
frame_780.jpg,0,1,0
frame_781.jpg,0,1,0
frame_782.jpg,0,1,0
frame_783.jpg,0,1,0
frame_784.jpg,0,1,0
frame_785.jpg,0,1,0
frame_786.jpg,0,1,0
frame_787.jpg,1,1,0
frame_788.jpg,1,1,0
frame_789.jpg,1,1,0
frame_790.jpg,1,1,0
frame_791.jpg,1,1,0
frame_792.jpg,1,1,0
frame_793.jpg,0,1,0
frame_794.jpg,0,1,0
frame_795.jpg,0,1,0
frame_796.jpg,0,1,0
frame_797.jpg,0,1,0
frame_798.jpg,0,1,0
frame_799.jpg,1,1,0
frame_800.jpg,1,1,0
frame_801.jpg,1,1,0
frame_802.jpg,1,1,0
frame_803.jpg,1,1,0
frame_804.jpg,0,1,0
frame_805.jpg,0,1,0
frame_806.jpg,0,1,0
frame_807.jpg,0,1,0
frame_808.jpg,-1,1,0
frame_809.jpg,-1,1,0
frame_810.jpg,-1,1,0
frame_811.jpg,-1,1,0
frame_812.jpg,-1,1,0
frame_813.jpg,-1,1,0
frame_814.jpg,-1,1,0
frame_815.jpg,-1,1,0
frame_816.jpg,-1,1,0
frame_817.jpg,-1,1,0
frame_818.jpg,-1,1,0
frame_819.jpg,0,1,0
frame_820.jpg,0,1,0
frame_821.jpg,0,1,0
frame_822.jpg,0,1,0
frame_823.jpg,0,1,0
frame_824.jpg,0,0,0
frame_825.jpg,0,0,0
frame_826.jpg,0,0,0
frame_827.jpg,0,0,0
frame_828.jpg,0,0,0
frame_829.jpg,0,0,0
frame_830.jpg,0,0,0
frame_831.jpg,0,0,0
frame_832.jpg,0,0,0
frame_833.jpg,0,0,0
frame_834.jpg,0,0,0
frame_835.jpg,0,0,0
frame_836.jpg,0,0,0
frame_837.jpg,0,0,0
frame_838.jpg,0,0,0
frame_839.jpg,0,0,0
frame_840.jpg,0,0,0
frame_841.jpg,0,0,0
frame_842.jpg,0,0,0
frame_843.jpg,0,0,0
frame_844.jpg,0,0,0
frame_845.jpg,0,0,0
frame_846.jpg,0,0,0
frame_847.jpg,0,0,0
frame_848.jpg,0,0,0
frame_849.jpg,0,0,0
frame_850.jpg,0,0,0
frame_851.jpg,0,0,0
frame_852.jpg,0,0,0
frame_853.jpg,0,0,0
frame_854.jpg,0,0,0
frame_855.jpg,0,0,0
frame_856.jpg,0,0,0
frame_857.jpg,0,0,0
frame_858.jpg,0,0,0
frame_859.jpg,0,0,0
frame_860.jpg,0,0,0
frame_861.jpg,0,0,0
frame_862.jpg,0,0,0
frame_863.jpg,0,0,0
frame_864.jpg,0,0,0
frame_865.jpg,0,0,0
frame_866.jpg,0,0,0
frame_867.jpg,0,0,0
frame_868.jpg,0,0,0
frame_869.jpg,0,0,0
frame_870.jpg,0,0,0
frame_871.jpg,0,0,0
frame_872.jpg,0,0,0
frame_873.jpg,0,0,0
frame_874.jpg,0,0,0
frame_875.jpg,0,0,0
frame_876.jpg,0,0,0
frame_877.jpg,0,0,0
frame_878.jpg,0,0,0
frame_879.jpg,0,0,0
frame_880.jpg,0,0,0
